player_name,actual_wrc_plus,predicted_wrc_plus,residual
Brenton Doyle,65,101.76994893049498,-36.76994893049498
Aaron Judge,204,167.97169898453015,36.02830101546985
Oneil Cruz,86,118.27863752592656,-32.278637525926555
Anthony Volpe,83,111.33383282996742,-28.33383282996742
Ke'Bryan Hayes,65,91.65132035328853,-26.651320353288526
Joey Ortiz,67,91.90020237475059,-24.90020237475059
Salvador Perez,95,119.83902437690602,-24.839024376906025
Adolis García,83,106.47761958456377,-23.47761958456377
Jeremy Peña,135,111.68779390447432,23.31220609552568
Brooks Lee,81,103.38094499100492,-22.380944991004924
Brooks Lee,81,103.38094499100492,-22.380944991004924
Matt McLain,77,99.18129350783875,-22.181293507838745
Ryan McMahon,86,107.50461169103235,-21.504611691032352
Michael Harris II,83,104.46892901733452,-21.468929017334517
Otto Lopez,86,107.1745671129259,-21.1745671129259
Bo Bichette,134,113.13392914395308,20.866070856046917
Marcus Semien,89,109.66874748552578,-20.668747485525785
Agustín Ramírez,91,111.07569462737365,-20.07569462737365
Freddie Freeman,139,119.44842883489669,19.55157116510331
Trea Turner,125,106.32660962067315,18.673390379326847
Luis Rengifo,73,91.57799829071324,-18.57799829071324
Luis Rengifo,73,91.57799829071324,-18.57799829071324
Ozzie Albies,87,105.28450479035928,-18.28450479035928
Ozzie Albies,87,105.28450479035928,-18.28450479035928
Josh Bell,107,124.52992416020443,-17.52992416020443
Josh Bell,107,124.52992416020443,-17.52992416020443
Ceddanne Rafaela,91,108.32593798444007,-17.325937984440074
Miguel Vargas,101,117.29238544078868,-16.292385440788678
Jonathan India,89,105.048141661102,-16.048141661101994
Yainer Diaz,92,108.03071145940423,-16.03071145940423
Lars Nootbaar,96,111.84496404957504,-15.84496404957504
Vladimir Guerrero Jr.,137,121.69174996241439,15.308250037585609
Andrew McCutchen,95,110.25938950341276,-15.259389503412763
Jo Adell,112,126.82165800514531,-14.82165800514531
J.P. Crawford,113,98.46928987153704,14.530710128462957
Josh Naylor,128,114.07695458903353,13.923045410966466
Eric Wagaman,85,98.55041827679725,-13.550418276797245
Mike Yastrzemski,106,119.50265599967413,-13.502655999674133
Ryan O'Hearn,127,113.91465741123922,13.085342588760781
Geraldo Perdomo,138,124.91800958724025,13.081990412759751
Geraldo Perdomo,138,124.91800958724025,13.081990412759751
Taylor Ward,117,129.67702474480836,-12.677024744808364
Chase Meidroth,87,99.59257513935722,-12.592575139357223
Lourdes Gurriel Jr.,95,107.58554666563904,-12.585546665639043
Shohei Ohtani,172,159.50405926092748,12.495940739072523
Pete Crow-Armstrong,109,120.77843788298169,-11.778437882981692
Zach McKinstry,114,102.25831021062777,11.74168978937223
Willy Adames,108,119.55968742830677,-11.559687428306773
Brice Turang,124,112.54431225083628,11.455687749163715
Nathaniel Lowe,91,102.11700792764269,-11.117007927642689
Vinnie Pasquantino,116,126.90717074614547,-10.907170746145468
Christian Walker,99,109.52156681973399,-10.52156681973399
Spencer Steer,97,107.45130037885221,-10.45130037885221
Julio Rodríguez,126,115.9091583575965,10.090841642403504
Jackson Holliday,96,105.95668297562217,-9.956682975622172
Dansby Swanson,99,108.80115348359779,-9.801153483597787
Bryce Harper,131,121.24500085082533,9.754999149174665
Yandy Díaz,135,125.35216860906115,9.647831390938848
Gunnar Henderson,120,110.4510396985284,9.548960301471595
Trent Grisham,129,138.52067973040724,-9.520679730407238
Christian Yelich,121,112.06447906398708,8.93552093601292
Mookie Betts,104,112.92489968195846,-8.924899681958465
J.T. Realmuto,94,102.89549644629062,-8.895496446290622
Shea Langeliers,132,123.32599225151381,8.67400774848619
Francisco Lindor,129,120.48534319175035,8.514656808249654
Francisco Lindor,129,120.48534319175035,8.514656808249654
Trevor Story,101,109.46501520707562,-8.465015207075623
James Wood,127,118.60145573306094,8.398544266939055
Willson Contreras,124,116.196756543616,7.803243456383996
Matt Olson,136,128.28193104461252,7.71806895538748
Marcell Ozuna,114,121.5168257119777,-7.516825711977702
Jorge Polanco,132,124.55123915195037,7.448760848049631
Jorge Polanco,132,124.55123915195037,7.448760848049631
Cal Raleigh,161,153.67234658822028,7.327653411779721
Cal Raleigh,161,153.67234658822028,7.327653411779721
Jordan Beck,90,97.21487157650706,-7.214871576507065
Josh Jung,91,98.12338414551091,-7.1233841455109115
Bryson Stott,100,107.09092944811107,-7.090929448111069
Ketel Marte,145,138.17013231905742,6.829867680942584
Ketel Marte,145,138.17013231905742,6.829867680942584
Kyle Tucker,136,129.31403568423906,6.685964315760941
Maikel Garcia,121,114.36400175408386,6.6359982459161415
Nick Castellanos,90,96.56554192442498,-6.565541924424977
Bobby Witt Jr.,130,123.52209582256529,6.477904177434709
Junior Caminero,129,135.47352114269881,-6.473521142698814
Sal Frelick,114,107.8346932452101,6.165306754789896
Masyn Winn,91,97.10574094377127,-6.105740943771266
Spencer Torkelson,118,124.02917836118648,-6.0291783611864815
José Ramírez,133,126.97715696638025,6.0228430336197505
José Ramírez,133,126.97715696638025,6.0228430336197505
Teoscar Hernández,102,107.83039986090031,-5.8303998609003145
Kyle Manzardo,113,118.79618666098251,-5.796186660982514
Seiya Suzuki,123,128.72111798146025,-5.721117981460253
Caleb Durbin,105,110.38684811287308,-5.386848112873082
Eugenio Suárez,125,130.25771609441819,-5.2577160944181855
Tyler Soderstrom,125,119.82453991505933,5.175460084940667
Alejandro Kirk,116,120.93113971732008,-4.931139717320079
Carlos Correa,106,101.17102638821835,4.828973611781649
Riley Greene,121,125.8148987492049,-4.8148987492049
Randy Arozarena,120,115.27385991890809,4.726140081091913
