player_name,actual_wrc_plus,predicted_wrc_plus,residual
Luis Arraez,104,100.76377194091964,3.2362280590803607
Nico Hoerner,109,105.79289314901318,3.2071068509868184
Heliot Ramos,106,109.02494165529356,-3.02494165529356
Alec Burleson,124,121.25021715287161,2.7497828471283867
Rafael Devers,135,132.28288985556748,2.7171101444325245
William Contreras,113,115.61458925487568,-2.614589254875682
Lenyn Sosa,100,102.524174067949,-2.524174067949005
Ian Happ,116,118.51745131124012,-2.517451311240123
Ian Happ,116,118.51745131124012,-2.517451311240123
Alec Bohm,105,107.50971756630283,-2.5097175663028253
Jackson Chourio,111,108.55475182515295,2.445248174847052
Carlos Correa,106,103.58784350166272,2.412156498337282
CJ Abrams,107,109.29290772446716,-2.292907724467156
Eugenio Suárez,125,127.2648257194634,-2.2648257194634027
Ben Rice,133,130.99919321515148,2.000806784848521
Cody Bellinger,125,123.05713785248477,1.9428621475152283
Caleb Durbin,105,106.87499893859628,-1.8749989385962778
Manny Machado,123,121.23425507018229,1.7657449298177141
Riley Greene,121,119.50007163589055,1.4999283641094507
Nolan Schanuel,109,110.39780449688027,-1.3978044968802692
Steven Kwan,99,100.33066387329285,-1.330663873292849
Elly De La Cruz,109,110.1023973935181,-1.1023973935181033
Elly De La Cruz,109,110.1023973935181,-1.1023973935181033
Mike Trout,120,119.02130836652762,0.9786916334723799
Fernando Tatis Jr.,131,130.06071469907752,0.939285300922478
Jake Cronenworth,117,117.91858226702762,-0.9185822670276167
Hunter Goodman,118,118.89420973221957,-0.894209732219565
Brandon Lowe,114,113.11485610355776,0.8851438964422442
Zach Neto,116,116.78002732533727,-0.7800273253372723
Jarren Duran,111,110.2569235998928,0.7430764001071992
Jazz Chisholm Jr.,126,126.69724261705377,-0.6972426170537744
Xander Bogaerts,104,104.56289145093804,-0.5628914509380394
Jung Hoo Lee,107,107.54989830176825,-0.5498983017682519
Brandon Nimmo,114,113.47400100437221,0.5259989956277877
Seiya Suzuki,123,123.49273495587953,-0.4927349558795271
Jose Altuve,113,113.4368393734766,-0.4368393734766016
Gavin Lux,102,102.30656804657269,-0.30656804657269277
Junior Caminero,129,129.13200836771352,-0.13200836771352442
