player_name,actual_wrc_plus,predicted_wrc_plus,residual
Bryan Reynolds,99,105.27652251155612,-6.276522511556124
Bryan Reynolds,99,105.27652251155612,-6.276522511556124
Bryce Harper,131,124.81764941321725,6.182350586782746
Pete Alonso,141,147.05456301474564,-6.054563014745639
Tyler Soderstrom,125,119.08208965542248,5.917910344577521
William Contreras,113,107.26530223595542,5.734697764044583
CJ Abrams,107,112.3544621266953,-5.354462126695296
Manny Machado,123,117.83262209168825,5.1673779083117495
Kyle Manzardo,113,117.53651819584888,-4.536518195848885
Trevor Story,101,105.35260407151875,-4.352604071518755
Byron Buxton,136,140.3273085997765,-4.327308599776501
Rafael Devers,135,130.7303068647195,4.269693135280505
Xander Bogaerts,104,99.83013260528128,4.169867394718722
Corbin Carroll,139,143.06409411622334,-4.064094116223345
Steven Kwan,99,103.0020236336796,-4.002023633679599
