player_name,actual_wrc_plus,predicted_wrc_plus,residual
Brandon Lowe,114,112.72446735042016,1.2755326495798442
Jackson Chourio,111,109.76408228718608,1.2359177128139152
William Contreras,113,112.0980883920665,0.9019116079334992
Nolan Schanuel,109,109.73632980254472,-0.7363298025447165
Hunter Goodman,118,118.7314928108017,-0.7314928108016971
Brandon Nimmo,114,113.3515490494073,0.6484509505927036
Luis Arraez,104,104.54944000182176,-0.5494400018217647
Byron Buxton,136,135.5302946803297,0.46970531967031093
Ian Happ,116,116.4547051634919,-0.4547051634918944
Ian Happ,116,116.4547051634919,-0.4547051634918944
Trevor Larnach,102,101.84574156113297,0.15425843886703205
Xander Bogaerts,104,104.10278399346646,-0.10278399346645983
Elly De La Cruz,109,109.04414975520919,-0.04414975520919029
Elly De La Cruz,109,109.04414975520919,-0.04414975520919029
